category,title,author,reply_count,content_preview,post_url,crawl_time
校园讨论/吐槽,返校宣讲，偶遇光荣榜,彼此地板,12,这哪个老师排的榜有眼不识,https://tieba.baidu.com/p/10401889634,2026-01-19 19:48:26
校园生活/服务,我今天看到杨浦校区的综合运动馆已经开工了,garden,4,马上就去嘉了，现在动工何意味,https://tieba.baidu.com/p/10389848240,2026-01-19 19:49:03
内容缺失,标题五个字,聆枫,0,无法提取内容,https://tieba.baidu.com/p/10405575105,2026-01-19 19:49:19
水帖/闲聊,woc挂科了,yi_yi_yi,25,家人们，三个月前选修了贴吧水贴工程与技术课...,https://tieba.baidu.com/p/10395106183,2026-01-19 19:49:36
学术/学习,求助！关于研一选修课数学建模的考试应该怎么准备？,🙂_🙂,3,研一选了陈xd的数学建模，考试是开卷，但是完全不知道考什么内容...,https://tieba.baidu.com/p/10359148153,2026-01-19 19:49:52
学术/学习,标题五个字,MaGiC,2,求助大佬们，问几个关于保研问题orz...,https://tieba.baidu.com/p/10402585829,2026-01-19 19:50:07
学术/学习,求助同济机械的学长，关于推免资格与创新学分,贝阿多莉...,3,请问每年九月份确定大四学生的推免资格时...,https://tieba.baidu.com/p/6826529245,2026-01-19 19:50:22
内容缺失,望大家周知,方木大王n...,8,无法提取内容,https://tieba.baidu.com/p/10400199798,2026-01-19 19:50:38
个人情感/故事,实名讨厌同济,却寄纸鸢,67,来了🐔一年多了，感觉一点大学的样子都没有...,https://tieba.baidu.com/p/10135033966,2026-01-19 19:50:54
校园讨论/吐槽,如果你觉得同济大学不好，那你就去建设它，如果你觉得校园照明欠,星野日日向,117,如果你觉得同济大学不好，那你就去建设它...,https://tieba.baidu.com/p/7314473732,2026-01-19 19:51:11
学术/学习,挂科，补考/重考与重修（2023～2024第二学期）,北晚阳舟,74,本贴是对上学期贴子的一点点修补，欢迎大家继续纠错和补充...,https://tieba.baidu.com/p/9076661735,2026-01-19 19:51:27
水帖/闲聊,浙🧊攻打同济大学,卡了电竞...,22,投降喵，可以合并我们学校吗,https://tieba.baidu.com/p/10357167400,2026-01-19 19:51:43
学术/学习,如果大四上挂了一门,星河ovo.,3,如果大四下挂了一门必修课，但大四下这课不开课...,https://tieba.baidu.com/p/10399147006,2026-01-19 19:52:19
学术/学习,军事理论挂科了,贴吧用户_...,55,？？，你期末考试没去？,https://tieba.baidu.com/p/10392142359,2026-01-19 19:52:34
个人情感/故事,真的感觉很自卑,瓦琳克絲,44,小海绵宝宝我是高考超常发挥+压最低线擦边进来的...,https://tieba.baidu.com/p/10348441273,2026-01-19 19:52:50
校园生活/服务,济吧必吃榜,有乔,66,我发济吧南娘你们来打分： 5:看到就出来了，薯ki薯ki...,https://tieba.baidu.com/p/10143318648,2026-01-19 19:53:06
校园生活/服务,校外冠名奖学金什么时候发,努力の鼠鼠,3,校内的去年就发了，校外的怎么这么晚啊啊啊啊啊啊...,https://tieba.baidu.com/p/10379059971,2026-01-19 19:53:21
内容缺失,很久很久没有水贴吧了,stupid落城,6,无法提取内容,https://tieba.baidu.com/p/10392701346,2026-01-19 19:53:36
校园讨论/吐槽,机械非全日制,贴吧用户_...,3,想问下同济现在机械非全日制读下来怎么样啊...,https://tieba.baidu.com/p/10216067947,2026-01-19 19:53:51
学术/学习,求助。。。,贴吧用户_...,3,想问一问大一下转机械绩点大概要求多少...,https://tieba.baidu.com/p/10393309844,2026-01-19 19:54:07
学术/学习,数值分析😭,車雪莲oficial,2,听别的同学说陈雄达不给平时分，考多少算多少...,https://tieba.baidu.com/p/10378367737,2026-01-19 19:54:23
内容缺失,📖📖📖，全📖了,贴吧用户_...,10,今天给ds列举，结果只能lose了...,https://tieba.baidu.com/p/10227418295,2026-01-19 19:54:39
校园讨论/吐槽,大二还有机会转专业吗,冀济籍,2,求问，本人是航力大二生，绩点很低很低...,https://tieba.baidu.com/p/10136854649,2026-01-19 19:54:50
学术/学习,btwgzi,56372,2,劳动教育算入绩点吗，平时分没注意只拿了15分...,https://tieba.baidu.com/p/10364210591,2026-01-19 19:55:20
学术/学习,体测分是怎么算的,Gsgsgsysakkak,5,鼠鼠大二上的体测40分只拿了21分，想问一下体测分的组成...,https://tieba.baidu.com/p/10353478406,2026-01-19 19:55:30
内容缺失,济吧山海经（28）,黑暗逐光、,11,这么闲，建议去玩原神...,https://tieba.baidu.com/p/10380218171,2026-01-19 19:56:00
个人情感/故事,向期末科目宣战,123ok酱,29,期末月了，我123ok酱代表大一同仁， 向 数分，宣战！...,https://tieba.baidu.com/p/10273246795,2026-01-19 19:56:31
内容缺失,从聊天记录看到的,周三不调...,7,你🐔⭐教育课真发✈背吗？...,https://tieba.baidu.com/p/10327495999,2026-01-19 19:56:40
学术/学习,请教一个一直没搞懂的问题，报考学校有没有没过线学生的成绩单,贴吧用户_...,8,比如孟河南同学报了河南师范大学的计算机专业...,https://tieba.baidu.com/p/10322871161,2026-01-19 19:57:31
校园讨论/吐槽,现在同济大学学妹的素质已经如此了吗？,Niaannn,29,走在同济校园的梧桐道上，近日的几幕场景，却让我不禁发问...,https://tieba.baidu.com/p/10380085531,2026-01-19 19:57:40
校园讨论/吐槽,咨询同济数院,Niaannn,47,进吧内溜了一大圈没看到有讨论理科试验班的...,https://tieba.baidu.com/p/9834928242,2026-01-19 19:57:51
个人情感/故事,祝各位同学元旦快乐,反面瓜,6,复习顺利，不被考试困扰,https://tieba.baidu.com/p/10354947742,2026-01-19 19:58:01
广告/推广,微信关注公众号：会省线报美团大额优惠券...,叶离可可,0,快捷键说明 空格: 播放 / 暂停 Esc: 退出全屏...,https://tieba.baidu.com/p/10393955329,2026-01-19 19:58:10
水帖/闲聊,新🐔🧊️报道,Niaannn,7,如果励志成为同济吧内优秀著名🐔🧊️...,https://tieba.baidu.com/p/9893005040,2026-01-19 19:58:20
校园讨论/吐槽,你是否觉得现在社会对你们缺乏尊重，是否觉得大学生三字正在贬值,Niaannn,12,请联合所有大专及以下的低学历，打击那些因为扩招才进入大学的伪大学生...,https://tieba.baidu.com/p/10211898929,2026-01-19 19:58:50
校园生活/服务,ldx们给我出来,Niaannn,142,到底谁说军训水的一大早上顶着超级太阳训四个半小时...,https://tieba.baidu.com/p/10008935195,2026-01-19 19:59:07
校园生活/服务,致敬伟大七营手环的牺牲,Niaannn,54,😡我tm手环都晒坏了🔥 你们还搁这训呢🤣...,https://tieba.baidu.com/p/10019828990,2026-01-19 19:59:43
水帖/闲聊,你🐔串麻了,Niaannn,33,最新最热数拔模拟考卷出炉,https://tieba.baidu.com/p/9953436943,2026-01-19 20:00:20
